"FlowType","Year","Vehicle","gwh"
"LIB Recycling Feedstock",2043,"Light Commercial Vehicles",143.397976005224
"LIB Recycling Feedstock",2043,"Light Duty Vehicles",613.50454366357
"LIB Recycling Feedstock",2043,"Medium trucks",167.219901364824
"LIB Recycling Feedstock",2043,"Production Scrap",111.849
"LIB Recycling Feedstock",2043,"Stationary Storage",98.9649229083686
"LIB Recycling Feedstock",2043,"Vehicle Exports",-14.470246561818
"LIB Recycling Feedstock",2044,"Buses",46.5589846580936
"LIB Recycling Feedstock",2044,"Consumer Electronics",62.49550035989
"LIB Recycling Feedstock",2044,"Heavy trucks",88.9065831141955
"LIB Recycling Feedstock",2044,"Light Commercial Vehicles",153.781205375614
"LIB Recycling Feedstock",2044,"Light Duty Vehicles",703.39039666525
"LIB Recycling Feedstock",2044,"Medium trucks",183.721899649251
"LIB Recycling Feedstock",2044,"Production Scrap",111.849
"LIB Recycling Feedstock",2044,"Stationary Storage",115.774358751408
"LIB Recycling Feedstock",2044,"Vehicle Exports",-16.4727366809551
"LIB Recycling Feedstock",2045,"Buses",50.8964830789145
"LIB Recycling Feedstock",2045,"Consumer Electronics",63.1808253355408
"LIB Recycling Feedstock",2045,"Heavy trucks",97.5964029362852
"LIB Recycling Feedstock",2045,"Light Commercial Vehicles",163.166224690165
"LIB Recycling Feedstock",2045,"Light Duty Vehicles",791.140890843027
"LIB Recycling Feedstock",2045,"Medium trucks",199.732782447279
"LIB Recycling Feedstock",2045,"Production Scrap",111.849
"LIB Recycling Feedstock",2045,"Stationary Storage",125.817694998758
"LIB Recycling Feedstock",2045,"Vehicle Exports",-18.3994894842128
"LIB Recycling Feedstock",2046,"Buses",55.0168372142793
"LIB Recycling Feedstock",2046,"Consumer Electronics",63.2885467821297
"LIB Recycling Feedstock",2046,"Heavy trucks",106.014709279358
"LIB Recycling Feedstock",2046,"Light Commercial Vehicles",171.463882371794
"LIB Recycling Feedstock",2046,"Light Duty Vehicles",873.101488595417
"LIB Recycling Feedstock",2046,"Medium trucks",215.062202296516
"LIB Recycling Feedstock",2046,"Production Scrap",111.849
"LIB Recycling Feedstock",2046,"Stationary Storage",138.645323822977
"LIB Recycling Feedstock",2046,"Vehicle Exports",-20.1840194331669
"LIB Recycling Feedstock",2047,"Buses",58.8303940464516
"LIB Recycling Feedstock",2047,"Consumer Electronics",63.2911903509058
"LIB Recycling Feedstock",2047,"Heavy trucks",113.960826908608
"LIB Recycling Feedstock",2047,"Light Commercial Vehicles",178.646404225398
"LIB Recycling Feedstock",2047,"Light Duty Vehicles",947.012116539275
"LIB Recycling Feedstock",2047,"Medium trucks",229.496427151776
"LIB Recycling Feedstock",2047,"Production Scrap",111.849
"LIB Recycling Feedstock",2047,"Stationary Storage",156.9950979803
"LIB Recycling Feedstock",2047,"Vehicle Exports",-21.772706129289
"LIB Recycling Feedstock",2048,"Buses",62.2751598133492
"LIB Recycling Feedstock",2048,"Consumer Electronics",63.2911941962915
"LIB Recycling Feedstock",2048,"Heavy trucks",121.262261779329
"LIB Recycling Feedstock",2048,"Light Commercial Vehicles",184.756324419782
"LIB Recycling Feedstock",2048,"Light Duty Vehicles",1011.15545659294
"LIB Recycling Feedstock",2048,"Medium trucks",242.884599298875
"LIB Recycling Feedstock",2048,"Production Scrap",111.849
"LIB Recycling Feedstock",2048,"Stationary Storage",181.459079780116
"LIB Recycling Feedstock",2048,"Vehicle Exports",-23.1362576845327
"LIB Recycling Feedstock",2049,"Buses",65.3441040964738
"LIB Recycling Feedstock",2049,"Consumer Electronics",63.2911941963999
"LIB Recycling Feedstock",2049,"Heavy trucks",127.778571495444
"LIB Recycling Feedstock",2049,"Light Commercial Vehicles",189.89235236973
"LIB Recycling Feedstock",2049,"Light Duty Vehicles",1065.41456441294
"LIB Recycling Feedstock",2049,"Medium trucks",255.109371281653
"LIB Recycling Feedstock",2049,"Production Scrap",111.849
"LIB Recycling Feedstock",2049,"Stationary Storage",206.035230277863
"LIB Recycling Feedstock",2049,"Vehicle Exports",-24.2740340726879
"LIB Recycling Feedstock",2050,"Buses",68.0581081931362
"LIB Recycling Feedstock",2050,"Consumer Electronics",63.2911941963999
"LIB Recycling Feedstock",2050,"Heavy trucks",133.490709620803
"LIB Recycling Feedstock",2050,"Light Commercial Vehicles",194.188127108318
"LIB Recycling Feedstock",2050,"Light Duty Vehicles",1110.84321217163
"LIB Recycling Feedstock",2050,"Medium trucks",266.163193062556
"LIB Recycling Feedstock",2050,"Production Scrap",111.849
"LIB Recycling Feedstock",2050,"Stationary Storage",208.690481253058
"LIB Recycling Feedstock",2050,"Vehicle Exports",-25.2103831785203
